anime_title,anime_original_title,anime_type,anime_release_year,anime_episode_count,anime_status,anime_studio,anime_synopsis,anime_poster_image_url,anime_banner_image_url,anime_rating_avg,anime_rating_count,anime_favorite_count,manga_title,manga_original_title,manga_author,manga_illustrator,manga_publisher,manga_status,manga_description,manga_cover_image_url,manga_banner_image_url,manga_rating_avg,manga_rating_count,manga_favorite_count,genres,studio_tag,anime_season_label,anime_episode_from,anime_episode_to,manga_volume_from,manga_volume_to,manga_chapter_from,manga_chapter_to,continue_volume,continue_chapter,mapping_text,mapping_description,source_note
Ushio and Tora (TV),うしおととら (TV),TVA,2015,26,COMPLETED,MAPPA,"Long ago, a ferocious monster terrorized the land, until a samurai, wielding the legendary “Beast Spear”, sealed him away. 500 years later, a middle school student named Ushio Aotsuki accidently uncovers the monster in a hidden cellar under his family’s temple. The unsealed monster and the spear attract many other supernatural creatures to the temple and Ushio is forced to release the monster in order to defeat them. Ushio names the monster “Tora” and unwillingly work together to battle other spirits and demons.



(Source: Crunchyroll)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx21038-BcR2t2y6zORx.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/banner/21038-JFoGwVb7bkni.jpg,3.6,,,,,,,,,,,,,,,Action;Adventure;Comedy;Drama;Supernatural,MAPPA,,,,,,,,,,,,
Those Snow White Notes,ましろのおと,TVA,2021,12,COMPLETED,Shin-Ei Animation,"Sawamura Matsugorou is a shamisen player of legendary talent. Upon his death, his grandson, Sawamura Setsu, lost his ability to play. Having lost his beloved sound, Setsu finds himself in Tokyo in search of a new sound to love. Tachiki Yuna, who works at a club, hooks him up with a gig to play there as a warm up act. Setsu imbues the sound of his shamisen with his many thoughts and feelings he has of others, still searching for his own sound and his own feelings.



(Source: Crunchyroll)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx122348-FawMIyUnMDW5.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/banner/122348-OcisPDCEPTYD.jpg,3.6,,,,,,,,,,,,,,,Drama;Music,Shin-Ei Animation,,,,,,,,,,,,
YuruYuri Season 2,ゆるゆり♪♪,TVA,2012,12,COMPLETED,Doga Kobo,"The second season of Yuru Yuri continues following four girls who take over the former room of a tea ceremony club for their own amusement. 


(Source: Anime News Network)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx12403-sAG2FsLFX8bH.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/banner/12403-5u268qIm5jsR.jpg,3.9,,,,,,,,,,,,,,,Comedy;Slice of Life,Doga Kobo,,,,,,,,,,,,
Nyan Koi!,にゃんこい！,TVA,2009,12,COMPLETED,AIC,"Junpei Kousaka is a second-year high school student who despises cats and has an allergy to them. It just so happens that his high school crush is Kaede Mizuno, a girl who adores cats. One day, while walking home from school, Junpei kicks an empty can and unfortunately beans the local neko-jizou-sama (guardian deity of cats). He finds he can now understand what cats are saying, including his family's own ill-tempered cat, Nyamusas. However, if he does not grant 100 wishes from cats, he will turn into a cat himself.



(Source: Anime News Network)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/6512.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/banner/6512-R3BfNFYjxbyd.jpg,3.4,,,,,,,,,,,,,,,Comedy;Romance;Slice of Life;Supernatural,AIC,,,,,,,,,,,,
SKET Dance,SKET DANCE,TVA,2011,77,COMPLETED,Tatsunoko Production,"At Kaimei High School, the Living Assistance Club (aka the Sket Brigade) was organized to help students with problems big or small. Most of the time, though, they hang out in their club room, bored, with only a few trivial problems floating in every once in a while. In spite of this, they still throw all their energy into solving these worries. 


(Source: Crunchyroll)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx9863-G6dAvTVsfLRO.png,https://s4.anilist.co/file/anilistcdn/media/anime/banner/9863-wcUnIQxQySKb.jpg,3.9,,,,,,,,,,,,,,,Comedy;Drama;Slice of Life,Tatsunoko Production,,,,,,,,,,,,
Dead Mount Death Play Part 2,デッドマウント・デスプレイ 第2クール,TVA,2023,12,COMPLETED,GEEKTOYS,The second cour of Dead Mount Death Play.,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx162803-hs0umrdl9SDN.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/banner/162803-mQmDTta9GpgL.jpg,3.7,,,,,,,,,,,,,,,Action;Fantasy;Supernatural;Thriller,GEEKTOYS,,,,,,,,,,,,
Hitorijime My Hero,ひとりじめマイヒーロー,TVA,2017,12,COMPLETED,Encourage Films,"High schooler Masahiro Setagawa is a fairly helpless delinquent, so much so that the neighborhood bullies use him to run their errands. His life changes when he meets high school teacher Kousuke Oshiba, a man whose fighting abilities have earned him a powerful reputation on the streets. Oshiba finds himself with a desire to protect Setagawa, and despite swearing that he's not interested in men, Setagawa finds himself getting more involved in Oshiba's affairs...



(Source: Sentai Filmworks)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/nx87494-jzaf0chomVA9.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/banner/87494-vS35Lp1rpWNG.jpg,3.5,,,,,,,,,,,,,,,Romance;Slice of Life,Encourage Films,,,,,,,,,,,,
BLEACH: Thousand-Year Blood War - The Calamity,BLEACH 千年血戦篇-禍進譚-,TVA,2026,13,UPCOMING,PIERROT FILMS,The fourth and final part of BLEACH: Sennen Kessen-hen.,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx185874-aU3e6tBT6wwA.jpg,,,,,,,,,,,,,,,,,Action;Adventure;Supernatural,PIERROT FILMS,,,,,,,,,,,,
Bokurano,ぼくらの,TVA,2007,24,COMPLETED,GONZO,"During a summer camp, 15 children, 8 males and 7 females, find a grotto by the sea. Deep within they discover working computers and some electronic equipment, and later the owner, a man called Kokopelli. Kokopelli claimed to be a programmer working on a brand new game, in which a large robot has to defend the Earth against alien invasions. He persuades the children to test the game and sign a contract. All but one of them signs, barely a moment later they mysteriously awaken on the shore believing what happened was just a dream.


(Source: Anime News Network)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx1690-ubEOKbAzWO9C.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/banner/1690-ubdbEDXTyigp.jpg,3.6,,,,,,,,,,,,,,,Drama;Mecha;Psychological;Sci-Fi,GONZO,,,,,,,,,,,,
365 Days to the Wedding,結婚するって、本当ですか,TVA,2024,12,COMPLETED,Ashi Productions,"Takuya and Rika work at the same travel agency in Tokyo and are both happily introverted and single. But their company is opening a new branch in Alaska next year, and employees without a spouse will be recruited to work there. Desperate to avoid the move, and though they’ve hardly spoken before, they decide to fake an engagement. Can these quiet coworkers become a convincing couple?



(Source: Crunchyroll)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx165790-OwIZI9ArGR4Q.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/banner/165790-Ght1ChketFbS.jpg,3.5,,,,,,,,,,,,,,,Romance;Slice of Life,Ashi Productions,,,,,,,,,,,,
Miss Caretaker of Sunohara-sou,すのはら荘の管理人さん,TVA,2018,12,COMPLETED,SILVER LINK.,"Shiina Aki is constantly being treated like a girl due to his feminine looks so he decides to move to Tokyo to attend middle school in an attempt to change himself. However what awaits him in his new home, Sunohara-sou, is the kind-hearted caretaker, Sunohara Ayaka. Along with the three female members of Aki's new middle school's student council, Yukimoto Yuzu, Yamanashi Sumire & Kazami Yuri. And so begins Aki's new life in Tokyo living with 4 girls.",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/nx100556-wmH1DPNTjklR.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/banner/100556-W6vjzLSFAy0R.jpg,3.2,,,,,,,,,,,,,,,Comedy;Ecchi;Slice of Life,SILVER LINK.,,,,,,,,,,,,
Journal with Witch,違国日記,TVA,2026,13,COMPLETED,Shuka,"Reclusive novelist Makio Koudai has always preferred the company of books—but when her sister and brother-in-law pass away, Makio unexpectedly becomes the guardian of her 15-year-old niece, Asa Takumi. As they navigate grief, clashing personalities, and the challenges of living together, the two slowly open their hearts to each other, discovering warmth, understanding, and the meaning of family.



(Source: Crunchyroll)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx177385-TBpvkGdF28R7.png,https://s4.anilist.co/file/anilistcdn/media/anime/banner/177385-lzz3yIhQhQdB.jpg,4.3,,,,,,,,,,,,,,,Drama;Slice of Life,Shuka,,,,,,,,,,,,
Castle Town Dandelion,城下町のダンデライオン,TVA,2015,12,COMPLETED,Production IMS,"In the story, the everyday lives of the nine super-powered siblings of the royal family are monitored by more than 200 surveillance cameras and broadcast nationwide. The people of the nation who are watching the broadcast will have the ability to elect the next monarch. The story focuses on Akane, the third-oldest sister who can manipulate gravity. She is shy and desperately does not want to be caught on camera.



(Source: Anime News Network)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx20951-ZlzLXi9rG09L.png,https://s4.anilist.co/file/anilistcdn/media/anime/banner/20951-lChQ440J1Yz3.png,3.5,,,,,,,,,,,,,,,Comedy;Slice of Life,Production IMS,,,,,,,,,,,,
The Warrior Princess and the Barbaric King,姫騎士は蛮族の嫁,TVA,2026,12,ONGOING,Jumondou,"Serafina, the West’s fiercest knight, expected torture when captured by barbarians. Instead, she got a marriage proposal! Marrying her sworn enemy is a hard no! But after seeing her wedding captor’s culture and very pretty face, she may be tempted to swap her sword for a wedding veil. Get ready for the ultimate enemies-to-maybe-lovers arc.



(Source: Crunchyroll)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx182483-La7chs6htDWr.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/banner/182483-Nzix9ntq3CVj.jpg,3.4,,,,,,,,,,,,,,,Comedy;Ecchi;Fantasy;Romance,Jumondou,,,,,,,,,,,,
CITY THE ANIMATION,CITY THE ANIMATION,TVA,2025,13,COMPLETED,Kyoto Animation,"This town, is not just a normal town.

There's laughter, love and emotional moments.

An unpredictable ordinary life presented by the residents.

Exciting stuffs come one after another. Welcome to CITY. 



(Source: Kyoto Animation)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx181841-R6fB3bmU5eOE.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/banner/181841-aegccbKnNjxK.jpg,4.0,,,,,,,,,,,,,,,Comedy;Slice of Life,Kyoto Animation,,,,,,,,,,,,
Whisper Me a Love Song,ささやくように恋を唄う,TVA,2024,12,COMPLETED,CLOUDHEARTS,"After performing a song at her school’s opening ceremony, musician Yori Asanagi receives an apparent love confession from freshman Himari Kino. But just as Yori decides she wants to return Himari’s feelings, Himari reveals that she did not “love” her, but “admires” her! But you can’t unring a bell once struck, and Yori is determined to make Himari fall for her, not just her music. Will their hearts ever beat as one, or will their love fall out of tune?



(Source: HIDIVE)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx160181-EGC0Scngy5In.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/banner/160181-dGYigyjYZhBn.jpg,3.2,,,,,,,,,,,,,,,Drama;Music;Romance,CLOUDHEARTS,,,,,,,,,,,,
World Trigger 2nd Season,ワールドトリガー 2ndシーズン,TVA,2021,12,COMPLETED,Toei Animation,"The second season of World Trigger.



The border defense organization ""Border"" was established to fight against the attacks of the ""Neighbors"" who possess unknown power. 
Osamu Mikumo, a member of the Border, forms the Mikumo Squad with Yuma Kuga, a Neighbor who he met by chance, and his childhood friend Chika Ametori, and they struggle to win the internal Border rankings in order to join the expeditionary force to the Neighborhood.



(Source: Toei Animation)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx114087-5sSD98EFqQZ5.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/banner/114087-GdqifyWLJFsj.jpg,4.0,,,,,,,,,,,,,,,Action;Sci-Fi,Toei Animation,,,,,,,,,,,,
KONOHANA KITAN,このはな綺譚,TVA,2017,12,COMPLETED,Lerche,"The manga's story is set in Kokohana-tei, a hot spring hotel located in an inn town between our world and the other world, where many people go to visit. The story portrays the lives of fox spirits, who take the form of girls and work at the hotel.



(Source: Anime News Network)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/nx98506-BPHtNhP7Q1TD.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/banner/98506-VYYlvIkHDjuN.jpg,3.6,,,,,,,,,,,,,,,Slice of Life;Supernatural,Lerche,,,,,,,,,,,,
SHADOWS HOUSE 2nd Season,シャドーハウス 2nd Season,TVA,2022,12,COMPLETED,CloverWorks,"After finishing their ""debut,"" Kate, Emilico and three other pairs who started with them begin a new life as adults. With the mystery of the ""Shadows House"" still unsolved, a new incident occurs in the children's wing. Kate and Emilico, whom the Star Bearers suspect of being malcontents, investigate a mysterious robed Shadow who may be the culprit.



(Source: Anime News Network)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx139093-LwQoTAGhhs5v.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/banner/139093-1XpYWoAgMo3a.jpg,4.0,,,,,,,,,,,,,,,Fantasy;Horror;Mystery;Slice of Life;Supernatural,CloverWorks,,,,,,,,,,,,
Chihayafuru 3,ちはやふる 3,TVA,2019,24,COMPLETED,MADHOUSE,"They may have just won their most coveted karuta tournament, but members of the Mizusawa karuta team still have a long way to go. Each member chases their dreams, and with a win under their collective belt, those dreams are closer in reach than ever. Chihaya Ayase is determined to challenge Wakamiya Shinobu and win the title of Queen, and Taichi Mashima is ready to take on Arata Wataya now that he’s made it into the most elite of karuta players — but an unexpected revelation will deal these karuta players a hand none of them saw coming.

(Source: Sentai Filmworks)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx101215-8TTRNAYJnPMW.png,https://s4.anilist.co/file/anilistcdn/media/anime/banner/101215-14xKRtRqw7qr.jpg,4.2,,,,,,,,,,,,,,,Drama;Romance;Slice of Life;Sports,MADHOUSE,,,,,,,,,,,,
TenPuru,てんぷる,TVA,2023,12,COMPLETED,Gekkou,"""I know! I'll become a monk!"" Akagami Akemitsu has spent his days and nights absorbed in studying and part-time work in an effort to distance himself from his family, which is notorious as a household of philanderers. One day, he falls in love at first sight with a girl named Aoba Yuzuki, and suddenly he's constantly drowning in worldly desires. Hoping to fight back against his genes and live a more stoic life, he enters a temple... only to find out that it's a convent filled with gorgeous girls! So begins a new rom-com about the temple life of three adorable triplets and two beautiful freeloaders!



(Source: Crunchyroll)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx160447-we52M5P85oaJ.png,https://s4.anilist.co/file/anilistcdn/media/anime/banner/160447-n9vY5MrU8baz.jpg,3.2,,,,,,,,,,,,,,,Comedy;Drama;Ecchi;Romance;Slice of Life,Gekkou,,,,,,,,,,,,
